,encode,ign_len,rep_time,data_block_delta,similarity,data_block_len,top_rep_density,top_rep_variance,top_rep_overlap,label
79,10101,2,25,0,0.56694671,2,1.5,0,23,0
80,10100,2,25,0,0.56694671,2,1.5,0,23,0
81,11011,2,16,4,0.433012702,4.8,0.625,1.109333333,7,0
82,11111,2,16,4,0.433012702,4.8,0.625,1.109333333,7,0
83,10,3,29,16,0.746338017,2.285714286,1.75,1.825072886,22,0
84,11000,2,25,0,0.832050294,2,1.5,0,23,0
85,11,3,11,8,0.547996624,7.2,0.555555556,4.096,4,0
86,1,3,138,85,0.345007427,1.715328467,2.331914894,0.493019823,132,0
87,11110,2,16,4,0.433012702,4.8,0.625,1.109333333,7,0
88,11101,2,25,0,0.56694671,2,1.5,0,23,0
89,111,3,11,8,0.434813178,7.2,0.555555556,4.096,4,0
90,10001,2,104,84,0.180366393,1.844660194,1.626315789,0.692670722,100,0
91,110,3,11,8,0.434813178,7.2,0.555555556,4.096,4,0
92,100,2,25,0,0.56694671,2,1.5,0,23,0
93,1010,3,12,8,0.589255651,6.545454545,0.611111111,6.034560481,5,0
94,101,3,24,0,0.944911183,2,2.5,0,22,0
95,11100,2,25,0,0.56694671,2,1.5,0,23,0
96,11001,2,25,0,0.832050294,2,1.5,0,23,0
97,1110,3,11,8,0.434813178,7.2,0.555555556,4.096,4,0
98,1011,3,11,8,0.434813178,7.2,0.555555556,4.096,4,0
99,100,3,24,0,0.944911183,2,2.5,0,22,0
100,1111,3,11,8,0.434813178,7.2,0.555555556,4.096,4,0
101,10011,3,11,8,0.547996624,7.2,0.555555556,4.096,4,0
102,1000,3,28,15,0.777244871,2.666666667,1.5,0.395061728,24,0
103,10010,3,29,16,0.746338017,2.285714286,1.75,1.825072886,22,0
104,10110,3,11,8,0.434813178,7.2,0.555555556,4.096,4,0
105,10001,3,101,85,0.206669789,1.89,2.116402116,0.768337,97,0
106,1001,3,28,15,0.777244871,2.666666667,1.5,0.395061728,24,0
107,10111,3,11,8,0.434813178,7.2,0.555555556,4.096,4,0
108,10101,3,24,0,0.944911183,2,2.5,0,22,0
109,11010,3,12,8,0.589255651,6.545454545,0.611111111,6.034560481,5,0
110,1101,3,24,0,0.944911183,2,2.5,0,22,0
111,11011,3,11,8,0.434813178,7.2,0.555555556,4.096,4,0
112,1100,3,24,0,0.944911183,2,2.5,0,22,0
113,11110,3,11,8,0.434813178,7.2,0.555555556,4.096,4,0
114,11111,3,11,8,0.434813178,7.2,0.555555556,4.096,4,0
115,11001,3,24,0,0.948683298,2,2.5,0,22,0
116,11,4,10,8,0.77151675,7.555555556,0.794117647,4.21399177,3,0
117,1,4,133,86,0.361724355,1.772727273,2.820512821,0.574489732,127,0
118,10100,3,24,0,0.944911183,2,2.5,0,22,0
119,10,4,23,17,0.934513437,2.636363636,1.896551724,2.583395943,17,0
120,110,4,10,8,0.670820393,7.555555556,0.794117647,4.21399177,3,0
121,11101,3,24,0,0.944911183,2,2.5,0,22,0
122,1010,4,11,8,0.784464541,6.8,1.029411765,6.128,4,0
123,111,4,10,8,0.670820393,7.555555556,0.794117647,4.21399177,3,0
124,11000,3,24,0,0.948683298,2,2.5,0,22,0
125,11100,3,24,0,0.944911183,2,2.5,0,22,0
126,1011,4,10,8,0.670820393,7.555555556,0.794117647,4.21399177,3,0
127,1110,4,10,8,0.670820393,7.555555556,0.794117647,4.21399177,3,0
128,1111,4,10,8,0.670820393,7.555555556,0.794117647,4.21399177,3,0
129,101,4,24,0,0.944911183,2,2.5,0,22,0
130,1001,4,27,15,0.777244871,2.692307692,1.857142857,0.423987255,23,0
