,encode,ign_len,rep_time,data_block_delta,similarity,data_block_len,top_rep_density,top_rep_variance,top_rep_overlap,label
30,11000,0,133,1,0.204124145,1.075757576,0.929577465,0.050560703,121,0
31,11011,0,133,1,0.204124145,1.075757576,0.929577465,0.050560703,121,0
32,11001,0,133,1,0.204124145,1.075757576,0.929577465,0.050560703,121,0
33,11010,0,133,1,0.204124145,1.075757576,0.929577465,0.050560703,121,0
545,101100,1,6,0,0.158113883,10,0.2,0,0,1
546,101101,1,6,0,0.158113883,10,0.2,0,0,1
547,101110,1,6,0,0.158113883,10,0.2,0,0,1
548,101111,1,6,0,0.158113883,10,0.2,0,0,1
38,101000,0,132,1,0.25,1.076335878,0.929078014,0.050926319,120,0
39,101001,0,132,1,0.25,1.076335878,0.929078014,0.050926319,120,0
40,101011,0,132,1,0.25,1.076335878,0.929078014,0.050926319,120,0
41,101010,0,132,1,0.25,1.076335878,0.929078014,0.050926319,120,0
551,110100,1,6,0,0.158113883,10,0.2,0,0,1
553,110101,1,6,0,0.158113883,10,0.2,0,0,1
556,110110,1,6,0,0.158113883,10,0.2,0,0,1
557,110111,1,6,0,0.158113883,10,0.2,0,0,1
46,110000,0,166,25,0.036760731,1.478787879,0.676229508,0.288242647,125,0
47,110010,0,166,25,0.036760731,1.478787879,0.676229508,0.288242647,125,0
48,110001,0,166,25,0.03863337,1.478787879,0.676229508,0.288242647,125,0
559,111100,1,6,0,0.158113883,10,0.2,0,0,1
561,111101,1,6,0,0.158113883,10,0.2,0,0,1
563,111110,1,6,0,0.158113883,10,0.2,0,0,1
564,111111,1,6,0,0.158113883,10,0.2,0,0,1
53,110011,0,166,25,0.03863337,1.478787879,0.676229508,0.288242647,125,0
54,111000,0,132,1,0.25,1.076335878,0.929078014,0.050926319,120,0
55,111001,0,132,1,0.25,1.076335878,0.929078014,0.050926319,120,0
56,100001,0,199,24,0.076471911,1.252525253,0.798387097,0.101832528,176,0
569,1000110,1,6,0,0.158113883,10,0.2,0,0,1
58,111010,0,132,1,0.25,1.076335878,0.929078014,0.050926319,120,0
59,111011,0,132,1,0.25,1.076335878,0.929078014,0.050926319,120,0
570,1000100,1,6,0,0.158113883,10,0.2,0,0,1
61,100011,0,199,24,0.076471911,1.252525253,0.798387097,0.101832528,176,0
571,1000101,1,6,0,0.158113883,10,0.2,0,0,1
574,1000111,1,6,0,0.158113883,10,0.2,0,0,1
64,100010,0,199,24,0.05944383,1.252525253,0.798387097,0.101832528,176,0
65,100000,0,199,24,0.05944383,1.252525253,0.798387097,0.101832528,176,0
576,1001100,1,6,0,0.158113883,10,0.2,0,0,1
577,1001101,1,6,0,0.158113883,10,0.2,0,0,1
578,1001111,1,6,0,0.158113883,10,0.2,0,0,1
579,1001110,1,6,0,0.158113883,10,0.2,0,0,1
70,1010000,0,296,10,0.092057462,1.593220339,0.627659574,0.459497806,171,0
71,1010001,0,294,10,0.021402925,1.604095563,0.623404255,0.462814958,170,0
72,1000001,0,463,7,0.141421356,1.023809524,0.976744186,0.000563212,459,0
73,1010010,0,296,10,0.092057462,1.593220339,0.627659574,0.459497806,171,0
586,1010100,1,6,0,0.158113883,10,0.2,0,0,1
75,1010011,0,294,10,0.021402925,1.604095563,0.623404255,0.462814958,170,0
591,1010101,1,6,0,0.158113883,10,0.2,0,0,1
77,1000011,0,463,7,0.141421356,1.023809524,0.976744186,0.000563212,459,0
592,1010110,1,6,0,0.158113883,10,0.2,0,0,1
593,1010111,1,6,0,0.158113883,10,0.2,0,0,1
594,1011100,1,6,0,0.158113883,10,0.2,0,0,1
81,1001000,0,133,1,0.204124145,1.075757576,0.929577465,0.050560703,121,0
595,1011101,1,6,0,0.158113883,10,0.2,0,0,1
83,1001001,0,133,1,0.204124145,1.075757576,0.929577465,0.050560703,121,0
84,1001010,0,133,1,0.204124145,1.075757576,0.929577465,0.050560703,121,0
597,1011110,1,6,0,0.158113883,10,0.2,0,0,1
86,1001011,0,133,1,0.204124145,1.075757576,0.929577465,0.050560703,121,0
598,1011111,1,6,0,0.158113883,10,0.2,0,0,1
599,1100100,1,6,0,0.158113883,10,0.2,0,0,1
600,1100101,1,6,0,0.158113883,10,0.2,0,0,1
90,1011000,0,133,1,0.204124145,1.075757576,0.929577465,0.050560703,121,0
601,1100110,1,6,0,0.158113883,10,0.2,0,0,1
92,1011001,0,133,1,0.204124145,1.075757576,0.929577465,0.050560703,121,0
93,1011010,0,133,1,0.204124145,1.075757576,0.929577465,0.050560703,121,0
606,1100111,1,6,0,0.158113883,10,0.2,0,0,1
95,1011011,0,133,1,0.204124145,1.075757576,0.929577465,0.050560703,121,0
607,1101100,1,6,0,0.158113883,10,0.2,0,0,1
608,1101101,1,6,0,0.158113883,10,0.2,0,0,1
609,1101110,1,6,0,0.158113883,10,0.2,0,0,1
99,1101000,0,132,1,0.25,1.076335878,0.929078014,0.050926319,120,0
100,1101010,0,132,1,0.25,1.076335878,0.929078014,0.050926319,120,0
101,1101001,0,132,1,0.25,1.076335878,0.929078014,0.050926319,120,0
102,1101011,0,132,1,0.25,1.076335878,0.929078014,0.050926319,120,0
610,1101111,1,6,0,0.158113883,10,0.2,0,0,1
615,1110100,1,6,0,0.158113883,10,0.2,0,0,1
616,1110101,1,6,0,0.158113883,10,0.2,0,0,1
617,1110110,1,6,0,0.158113883,10,0.2,0,0,1
618,1110111,1,6,0,0.158113883,10,0.2,0,0,1
108,1110000,0,166,25,0.036760731,1.478787879,0.676229508,0.288242647,125,0
109,1110001,0,166,25,0.03863337,1.478787879,0.676229508,0.288242647,125,0
110,1110010,0,166,25,0.036760731,1.478787879,0.676229508,0.288242647,125,0
111,1100000,0,199,24,0.05944383,1.252525253,0.798387097,0.101832528,176,0
112,1110011,0,166,25,0.03863337,1.478787879,0.676229508,0.288242647,125,0
113,1100011,0,199,24,0.076471911,1.252525253,0.798387097,0.101832528,176,0
114,1100001,0,199,24,0.076471911,1.252525253,0.798387097,0.101832528,176,0
625,1111110,1,6,0,0.158113883,10,0.2,0,0,1
626,1111100,1,6,0,0.158113883,10,0.2,0,0,1
627,1111101,1,6,0,0.158113883,10,0.2,0,0,1
118,1100010,0,199,24,0.05944383,1.252525253,0.798387097,0.101832528,176,0
628,1111111,1,6,0,0.158113883,10,0.2,0,0,1
631,10000100,1,6,0,0.158113883,10,0.2,0,0,1
121,1111000,0,132,1,0.25,1.076335878,0.929078014,0.050926319,120,0
632,10000101,1,6,0,0.158113883,10,0.2,0,0,1
635,10000110,1,6,0,0.158113883,10,0.2,0,0,1
637,10000111,1,6,0,0.158113883,10,0.2,0,0,1
125,1111010,0,132,1,0.25,1.076335878,0.929078014,0.050926319,120,0
126,1111001,0,132,1,0.25,1.076335878,0.929078014,0.050926319,120,0
127,1111011,0,132,1,0.25,1.076335878,0.929078014,0.050926319,120,0
128,10000001,0,463,7,0.141421356,1.023809524,0.976744186,0.000563212,459,0
639,10001100,1,6,0,0.158113883,10,0.2,0,0,1
641,10001101,1,6,0,0.158113883,10,0.2,0,0,1
642,10001110,1,6,0,0.158113883,10,0.2,0,0,1
643,10001111,1,6,0,0.158113883,10,0.2,0,0,1
133,10000011,0,463,7,0.141421356,1.023809524,0.976744186,0.000563212,459,0
134,10010000,0,296,10,0.092057462,1.593220339,0.627659574,0.459497806,171,0
135,10010010,0,296,10,0.092057462,1.593220339,0.627659574,0.459497806,171,0
136,10010001,0,294,10,0.021402925,1.604095563,0.623404255,0.462814958,170,0
137,10001000,0,133,1,0.204124145,1.075757576,0.929577465,0.050560703,121,0
651,10010100,1,6,0,0.158113883,10,0.2,0,0,1
652,10010101,1,6,0,0.158113883,10,0.2,0,0,1
653,10010110,1,6,0,0.158113883,10,0.2,0,0,1
654,10010111,1,6,0,0.158113883,10,0.2,0,0,1
142,10001011,0,133,1,0.204124145,1.075757576,0.929577465,0.050560703,121,0
143,10001010,0,133,1,0.204124145,1.075757576,0.929577465,0.050560703,121,0
144,10010011,0,294,10,0.021402925,1.604095563,0.623404255,0.462814958,170,0
657,10011100,1,6,0,0.158113883,10,0.2,0,0,1
658,10011101,1,6,0,0.158113883,10,0.2,0,0,1
147,10001001,0,133,1,0.204124145,1.075757576,0.929577465,0.050560703,121,0
659,10011110,1,6,0,0.158113883,10,0.2,0,0,1
660,10011111,1,6,0,0.158113883,10,0.2,0,0,1
150,10011001,0,133,1,0.204124145,1.075757576,0.929577465,0.050560703,121,0
151,10011000,0,133,1,0.204124145,1.075757576,0.929577465,0.050560703,121,0
152,10011011,0,133,1,0.204124145,1.075757576,0.929577465,0.050560703,121,0
153,10011010,0,133,1,0.204124145,1.075757576,0.929577465,0.050560703,121,0
665,10100101,1,6,0,0.158113883,10,0.2,0,0,1
667,10100110,1,6,0,0.158113883,10,0.2,0,0,1
668,10100111,1,6,0,0.158113883,10,0.2,0,0,1
669,10100100,1,6,0,0.158113883,10,0.2,0,0,1
158,10101000,0,132,1,0.25,1.076335878,0.929078014,0.050926319,120,0
159,10101001,0,132,1,0.25,1.076335878,0.929078014,0.050926319,120,0
160,10101010,0,132,1,0.25,1.076335878,0.929078014,0.050926319,120,0
672,10101100,1,6,0,0.158113883,10,0.2,0,0,1
162,10,0,474,0,1,1,1,0,472,0
675,10101101,1,6,0,0.158113883,10,0.2,0,0,1
676,10101111,1,6,0,0.158113883,10,0.2,0,0,1
677,10101110,1,6,0,0.158113883,10,0.2,0,0,1
166,10100001,0,199,24,0.076471911,1.252525253,0.798387097,0.101832528,176,0
167,10100000,0,199,24,0.05944383,1.252525253,0.798387097,0.101832528,176,0
681,10110100,1,6,0,0.158113883,10,0.2,0,0,1
169,10100010,0,199,24,0.05944383,1.252525253,0.798387097,0.101832528,176,0
170,10101011,0,132,1,0.25,1.076335878,0.929078014,0.050926319,120,0
682,10110101,1,6,0,0.158113883,10,0.2,0,0,1
683,10110110,1,6,0,0.158113883,10,0.2,0,0,1
686,10110111,1,6,0,0.158113883,10,0.2,0,0,1
174,10110000,0,166,25,0.036760731,1.478787879,0.676229508,0.288242647,125,0
175,10110010,0,166,25,0.036760731,1.478787879,0.676229508,0.288242647,125,0
690,10111101,1,6,0,0.158113883,10,0.2,0,0,1
177,10110001,0,166,25,0.03863337,1.478787879,0.676229508,0.288242647,125,0
178,10100011,0,199,24,0.076471911,1.252525253,0.798387097,0.101832528,176,0
691,10111100,1,6,0,0.158113883,10,0.2,0,0,1
692,10111110,1,6,0,0.158113883,10,0.2,0,0,1
693,10111111,1,6,0,0.158113883,10,0.2,0,0,1
182,10110011,0,166,25,0.03863337,1.478787879,0.676229508,0.288242647,125,0
183,10111010,0,132,1,0.25,1.076335878,0.929078014,0.050926319,120,0
184,10111011,0,132,1,0.25,1.076335878,0.929078014,0.050926319,120,0
185,10111001,0,132,1,0.25,1.076335878,0.929078014,0.050926319,120,0
186,10111000,0,132,1,0.25,1.076335878,0.929078014,0.050926319,120,0
698,11000100,1,6,0,0.158113883,10,0.2,0,0,1
699,11000101,1,6,0,0.158113883,10,0.2,0,0,1
700,11000111,1,6,0,0.158113883,10,0.2,0,0,1
702,11000110,1,6,0,0.158113883,10,0.2,0,0,1
191,11000001,0,463,7,0.141421356,1.023809524,0.976744186,0.000563212,459,0
705,11001101,1,6,0,0.158113883,10,0.2,0,0,1
706,11001100,1,6,0,0.158113883,10,0.2,0,0,1
194,11000011,0,463,7,0.141421356,1.023809524,0.976744186,0.000563212,459,0
707,11001110,1,6,0,0.158113883,10,0.2,0,0,1
708,11001111,1,6,0,0.158113883,10,0.2,0,0,1
197,11001000,0,133,1,0.204124145,1.075757576,0.929577465,0.050560703,121,0
198,11010000,0,296,10,0.092057462,1.593220339,0.627659574,0.459497806,171,0
199,1000000,0,474,0,1,1,1,0,472,0
200,11001011,0,133,1,0.204124145,1.075757576,0.929577465,0.050560703,121,0
201,11001001,0,133,1,0.204124145,1.075757576,0.929577465,0.050560703,121,0
202,11010001,0,294,10,0.021402925,1.604095563,0.623404255,0.462814958,170,0
203,11010010,0,296,10,0.092057462,1.593220339,0.627659574,0.459497806,171,0
204,11001010,0,133,1,0.204124145,1.075757576,0.929577465,0.050560703,121,0
713,11010101,1,6,0,0.158113883,10,0.2,0,0,1
714,11010110,1,6,0,0.158113883,10,0.2,0,0,1
207,1000010,0,474,0,1,1,1,0,472,0
208,11010011,0,294,10,0.021402925,1.604095563,0.623404255,0.462814958,170,0
717,11010100,1,6,0,0.158113883,10,0.2,0,0,1
718,11010111,1,6,0,0.158113883,10,0.2,0,0,1
721,11011100,1,6,0,0.158113883,10,0.2,0,0,1
722,11011101,1,6,0,0.158113883,10,0.2,0,0,1
723,11011110,1,6,0,0.158113883,10,0.2,0,0,1
724,11011111,1,6,0,0.158113883,10,0.2,0,0,1
215,11011000,0,133,1,0.204124145,1.075757576,0.929577465,0.050560703,121,0
216,11011010,0,133,1,0.204124145,1.075757576,0.929577465,0.050560703,121,0
217,11011011,0,133,1,0.204124145,1.075757576,0.929577465,0.050560703,121,0
218,11011001,0,133,1,0.204124145,1.075757576,0.929577465,0.050560703,121,0
729,11100100,1,6,0,0.158113883,10,0.2,0,0,1
730,11100110,1,6,0,0.158113883,10,0.2,0,0,1
731,11100111,1,6,0,0.158113883,10,0.2,0,0,1
733,11100101,1,6,0,0.158113883,10,0.2,0,0,1
223,11101000,0,132,1,0.25,1.076335878,0.929078014,0.050926319,120,0
224,11101001,0,132,1,0.25,1.076335878,0.929078014,0.050926319,120,0
737,11101101,1,6,0,0.158113883,10,0.2,0,0,1
226,11101010,0,132,1,0.25,1.076335878,0.929078014,0.050926319,120,0
738,11101100,1,6,0,0.158113883,10,0.2,0,0,1
740,11101111,1,6,0,0.158113883,10,0.2,0,0,1
741,11101110,1,6,0,0.158113883,10,0.2,0,0,1
230,11101011,0,132,1,0.25,1.076335878,0.929078014,0.050926319,120,0
231,11100001,0,199,24,0.076471911,1.252525253,0.798387097,0.101832528,176,0
232,11100011,0,199,24,0.076471911,1.252525253,0.798387097,0.101832528,176,0
745,11110101,1,6,0,0.158113883,10,0.2,0,0,1
746,11110100,1,6,0,0.158113883,10,0.2,0,0,1
747,11110110,1,6,0,0.158113883,10,0.2,0,0,1
749,11110111,1,6,0,0.158113883,10,0.2,0,0,1
237,11110001,0,166,25,0.03863337,1.478787879,0.676229508,0.288242647,125,0
238,11110011,0,166,25,0.03863337,1.478787879,0.676229508,0.288242647,125,0
239,11110010,0,166,25,0.036760731,1.478787879,0.676229508,0.288242647,125,0
240,11110000,0,166,25,0.036760731,1.478787879,0.676229508,0.288242647,125,0
755,11111100,1,6,0,0.158113883,10,0.2,0,0,1
242,11100000,0,199,24,0.05944383,1.252525253,0.798387097,0.101832528,176,0
756,11111101,1,6,0,0.158113883,10,0.2,0,0,1
244,11100010,0,199,24,0.05944383,1.252525253,0.798387097,0.101832528,176,0
757,11111110,1,6,0,0.158113883,10,0.2,0,0,1
758,11111111,1,6,0,0.158113883,10,0.2,0,0,1
247,10000010,0,474,0,1,1,1,0,472,0
248,11111000,0,132,1,0.25,1.076335878,0.929078014,0.050926319,120,0
249,11111001,0,132,1,0.25,1.076335878,0.929078014,0.050926319,120,0
759,100000100,1,6,0,0.158113883,10,0.2,0,0,1
251,11111010,0,132,1,0.25,1.076335878,0.929078014,0.050926319,120,0
760,100000101,1,6,0,0.158113883,10,0.2,0,0,1
764,100000110,1,6,0,0.158113883,10,0.2,0,0,1
254,11111011,0,132,1,0.25,1.076335878,0.929078014,0.050926319,120,0
766,100000111,1,6,0,0.158113883,10,0.2,0,0,1
767,100001100,1,6,0,0.158113883,10,0.2,0,0,1
768,100001101,1,6,0,0.158113883,10,0.2,0,0,1
770,100001110,1,6,0,0.158113883,10,0.2,0,0,1
771,100001111,1,6,0,0.158113883,10,0.2,0,0,1
260,10000000,0,474,0,1,1,1,0,472,0
261,100001000,0,132,1,0.25,1.076335878,0.929078014,0.050926319,120,0
262,100001010,0,132,1,0.25,1.076335878,0.929078014,0.050926319,120,0
263,100001001,0,132,1,0.25,1.076335878,0.929078014,0.050926319,120,0
264,100001011,0,132,1,0.25,1.076335878,0.929078014,0.050926319,120,0
776,100010100,1,6,0,0.158113883,10,0.2,0,0,1
777,100010101,1,6,0,0.158113883,10,0.2,0,0,1
779,100010111,1,6,0,0.158113883,10,0.2,0,0,1
780,100010110,1,6,0,0.158113883,10,0.2,0,0,1
269,100010000,0,166,25,0.036760731,1.478787879,0.676229508,0.288242647,125,0
270,100010001,0,166,25,0.03863337,1.478787879,0.676229508,0.288242647,125,0
271,100010010,0,166,25,0.036760731,1.478787879,0.676229508,0.288242647,125,0
272,100010011,0,166,25,0.03863337,1.478787879,0.676229508,0.288242647,125,0
786,100011100,1,6,0,0.158113883,10,0.2,0,0,1
788,100011101,1,6,0,0.158113883,10,0.2,0,0,1
275,100000000,0,199,24,0.05944383,1.252525253,0.798387097,0.101832528,176,0
789,100011110,1,6,0,0.158113883,10,0.2,0,0,1
790,100011111,1,6,0,0.158113883,10,0.2,0,0,1
278,100011000,0,132,1,0.25,1.076335878,0.929078014,0.050926319,120,0
279,100000011,0,199,24,0.076471911,1.252525253,0.798387097,0.101832528,176,0
280,100000001,0,199,24,0.076471911,1.252525253,0.798387097,0.101832528,176,0
281,100011001,0,132,1,0.25,1.076335878,0.929078014,0.050926319,120,0
282,100000010,0,199,24,0.05944383,1.252525253,0.798387097,0.101832528,176,0
791,100100100,1,6,0,0.158113883,10,0.2,0,0,1
794,100100101,1,6,0,0.158113883,10,0.2,0,0,1
285,100011010,0,132,1,0.25,1.076335878,0.929078014,0.050926319,120,0
795,100100110,1,6,0,0.158113883,10,0.2,0,0,1
798,100100111,1,6,0,0.158113883,10,0.2,0,0,1
288,100011011,0,132,1,0.25,1.076335878,0.929078014,0.050926319,120,0
799,100101100,1,6,0,0.158113883,10,0.2,0,0,1
801,100101101,1,6,0,0.158113883,10,0.2,0,0,1
802,100101110,1,6,0,0.158113883,10,0.2,0,0,1
803,100101111,1,6,0,0.158113883,10,0.2,0,0,1
293,100101000,0,132,1,0.25,1.076335878,0.929078014,0.050926319,120,0
294,100101001,0,132,1,0.25,1.076335878,0.929078014,0.050926319,120,0
295,100101010,0,132,1,0.25,1.076335878,0.929078014,0.050926319,120,0
296,100101011,0,132,1,0.25,1.076335878,0.929078014,0.050926319,120,0
807,100110100,1,6,0,0.158113883,10,0.2,0,0,1
808,100110101,1,6,0,0.158113883,10,0.2,0,0,1
811,100110110,1,6,0,0.158113883,10,0.2,0,0,1
812,100110111,1,6,0,0.158113883,10,0.2,0,0,1
301,100110000,0,166,25,0.036760731,1.478787879,0.676229508,0.288242647,125,0
302,100110001,0,166,25,0.03863337,1.478787879,0.676229508,0.288242647,125,0
303,100110011,0,166,25,0.03863337,1.478787879,0.676229508,0.288242647,125,0
304,100110010,0,166,25,0.036760731,1.478787879,0.676229508,0.288242647,125,0
817,100111100,1,6,0,0.158113883,10,0.2,0,0,1
819,100111101,1,6,0,0.158113883,10,0.2,0,0,1
307,100111000,0,132,1,0.25,1.076335878,0.929078014,0.050926319,120,0
820,100111111,1,6,0,0.158113883,10,0.2,0,0,1
309,100111001,0,132,1,0.25,1.076335878,0.929078014,0.050926319,120,0
310,100100000,0,199,24,0.05944383,1.252525253,0.798387097,0.101832528,176,0
825,100111110,1,6,0,0.158113883,10,0.2,0,0,1
312,11000010,0,474,0,1,1,1,0,472,0
313,100111010,0,132,1,0.25,1.076335878,0.929078014,0.050926319,120,0
826,101000110,1,6,0,0.158113883,10,0.2,0,0,1
827,101000100,1,6,0,0.158113883,10,0.2,0,0,1
316,11000000,0,474,0,1,1,1,0,472,0
317,100100001,0,199,24,0.076471911,1.252525253,0.798387097,0.101832528,176,0
828,101000101,1,6,0,0.158113883,10,0.2,0,0,1
829,101000111,1,6,0,0.158113883,10,0.2,0,0,1
320,100100011,0,199,24,0.076471911,1.252525253,0.798387097,0.101832528,176,0
831,101001100,1,6,0,0.158113883,10,0.2,0,0,1
832,101001101,1,6,0,0.158113883,10,0.2,0,0,1
323,100111011,0,132,1,0.25,1.076335878,0.929078014,0.050926319,120,0
834,101001110,1,6,0,0.158113883,10,0.2,0,0,1
325,100100010,0,199,24,0.05944383,1.252525253,0.798387097,0.101832528,176,0
836,101001111,1,6,0,0.158113883,10,0.2,0,0,1
327,101001000,0,132,1,0.25,1.076335878,0.929078014,0.050926319,120,0
328,101001001,0,132,1,0.25,1.076335878,0.929078014,0.050926319,120,0
841,101010100,1,6,0,0.158113883,10,0.2,0,0,1
842,101010101,1,6,0,0.158113883,10,0.2,0,0,1
331,101001011,0,132,1,0.25,1.076335878,0.929078014,0.050926319,120,0
844,101010111,1,6,0,0.158113883,10,0.2,0,0,1
845,101010110,1,6,0,0.158113883,10,0.2,0,0,1
334,101001010,0,132,1,0.25,1.076335878,0.929078014,0.050926319,120,0
335,101010001,0,166,25,0.03863337,1.478787879,0.676229508,0.288242647,125,0
336,101010000,0,166,25,0.036760731,1.478787879,0.676229508,0.288242647,125,0
337,101010011,0,166,25,0.03863337,1.478787879,0.676229508,0.288242647,125,0
848,101011100,1,6,0,0.158113883,10,0.2,0,0,1
849,101011101,1,6,0,0.158113883,10,0.2,0,0,1
851,101011110,1,6,0,0.158113883,10,0.2,0,0,1
852,101011111,1,6,0,0.158113883,10,0.2,0,0,1
342,101010010,0,166,25,0.036760731,1.478787879,0.676229508,0.288242647,125,0
343,101011001,0,132,1,0.25,1.076335878,0.929078014,0.050926319,120,0
344,101011000,0,132,1,0.25,1.076335878,0.929078014,0.050926319,120,0
345,101011010,0,132,1,0.25,1.076335878,0.929078014,0.050926319,120,0
346,101011011,0,132,1,0.25,1.076335878,0.929078014,0.050926319,120,0
859,101100100,1,6,0,0.158113883,10,0.2,0,0,1
861,101100101,1,6,0,0.158113883,10,0.2,0,0,1
862,101100110,1,6,0,0.158113883,10,0.2,0,0,1
350,101000011,0,199,24,0.076471911,1.252525253,0.798387097,0.101832528,176,0
351,101000001,0,199,24,0.076471911,1.252525253,0.798387097,0.101832528,176,0
352,101000000,0,199,24,0.05944383,1.252525253,0.798387097,0.101832528,176,0
864,101100111,1,6,0,0.158113883,10,0.2,0,0,1
866,101101100,1,6,0,0.158113883,10,0.2,0,0,1
867,101101101,1,6,0,0.158113883,10,0.2,0,0,1
868,101101110,1,6,0,0.158113883,10,0.2,0,0,1
869,101101111,1,6,0,0.158113883,10,0.2,0,0,1
358,101000010,0,199,24,0.05944383,1.252525253,0.798387097,0.101832528,176,0
359,101101010,0,132,1,0.25,1.076335878,0.929078014,0.050926319,120,0
360,101101000,0,132,1,0.25,1.076335878,0.929078014,0.050926319,120,0
361,101101001,0,132,1,0.25,1.076335878,0.929078014,0.050926319,120,0
873,101110100,1,6,0,0.158113883,10,0.2,0,0,1
363,101101011,0,132,1,0.25,1.076335878,0.929078014,0.050926319,120,0
875,101110101,1,6,0,0.158113883,10,0.2,0,0,1
877,101110111,1,6,0,0.158113883,10,0.2,0,0,1
878,101110110,1,6,0,0.158113883,10,0.2,0,0,1
367,101110000,0,166,25,0.036760731,1.478787879,0.676229508,0.288242647,125,0
368,101110010,0,166,25,0.036760731,1.478787879,0.676229508,0.288242647,125,0
882,101111100,1,6,0,0.158113883,10,0.2,0,0,1
883,101111110,1,6,0,0.158113883,10,0.2,0,0,1
884,101111101,1,6,0,0.158113883,10,0.2,0,0,1
885,101111111,1,6,0,0.158113883,10,0.2,0,0,1
373,101110001,0,166,25,0.03863337,1.478787879,0.676229508,0.288242647,125,0
374,101100001,0,199,24,0.076471911,1.252525253,0.798387097,0.101832528,176,0
375,101100010,0,199,24,0.05944383,1.252525253,0.798387097,0.101832528,176,0
376,101110011,0,166,25,0.03863337,1.478787879,0.676229508,0.288242647,125,0
377,101111000,0,132,1,0.25,1.076335878,0.929078014,0.050926319,120,0
378,101111010,0,132,1,0.25,1.076335878,0.929078014,0.050926319,120,0
379,101111001,0,132,1,0.25,1.076335878,0.929078014,0.050926319,120,0
380,101100011,0,199,24,0.076471911,1.252525253,0.798387097,0.101832528,176,0
381,101100000,0,199,24,0.05944383,1.252525253,0.798387097,0.101832528,176,0
890,110000100,1,6,0,0.158113883,10,0.2,0,0,1
383,101111011,0,132,1,0.25,1.076335878,0.929078014,0.050926319,120,0
894,110000101,1,6,0,0.158113883,10,0.2,0,0,1
896,110000110,1,6,0,0.158113883,10,0.2,0,0,1
897,110000111,1,6,0,0.158113883,10,0.2,0,0,1
898,110001100,1,6,0,0.158113883,10,0.2,0,0,1
899,110001101,1,6,0,0.158113883,10,0.2,0,0,1
900,110001110,1,6,0,0.158113883,10,0.2,0,0,1
901,110001111,1,6,0,0.158113883,10,0.2,0,0,1
391,110001000,0,132,1,0.25,1.076335878,0.929078014,0.050926319,120,0
392,110001001,0,132,1,0.25,1.076335878,0.929078014,0.050926319,120,0
393,110001010,0,132,1,0.25,1.076335878,0.929078014,0.050926319,120,0
906,110010101,1,6,0,0.158113883,10,0.2,0,0,1
907,110010100,1,6,0,0.158113883,10,0.2,0,0,1
908,110010110,1,6,0,0.158113883,10,0.2,0,0,1
911,110010111,1,6,0,0.158113883,10,0.2,0,0,1
398,110010001,0,166,25,0.03863337,1.478787879,0.676229508,0.288242647,125,0
399,110010000,0,166,25,0.036760731,1.478787879,0.676229508,0.288242647,125,0
400,110010010,0,166,25,0.036760731,1.478787879,0.676229508,0.288242647,125,0
914,110011100,1,6,0,0.158113883,10,0.2,0,0,1
402,110010011,0,166,25,0.03863337,1.478787879,0.676229508,0.288242647,125,0
403,110001011,0,132,1,0.25,1.076335878,0.929078014,0.050926319,120,0
915,110011110,1,6,0,0.158113883,10,0.2,0,0,1
916,110011101,1,6,0,0.158113883,10,0.2,0,0,1
917,110011111,1,6,0,0.158113883,10,0.2,0,0,1
