,encode,ign_len,rep_time,data_block_delta,similarity,data_block_len,top_rep_density,top_rep_variance,top_rep_overlap,label
0,1001,0,136,5,0.188982237,1.792592593,0.55785124,0.5344921,54,0
1,1000,0,136,5,0.188982237,1.792592593,0.55785124,0.5344921,54,0
2,110,0,9,0,0.176776695,4,0.25,0,0,1
3,11,0,9,0,0.176776695,4,0.25,0,0,1
4,111,0,9,0,0.176776695,4,0.25,0,0,1
5,1010,0,9,0,0.176776695,4,0.25,0,0,1
6,10,0,9,0,0.176776695,4,0.25,0,0,1
7,1110,0,9,0,0.176776695,4,0.25,0,0,1
8,1011,0,9,0,0.176776695,4,0.25,0,0,1
9,1101,0,21,4,0.121267813,2.4,0.416666667,0.248,15,0
10,1111,0,9,0,0.176776695,4,0.25,0,0,1
11,1100,0,21,4,0.121267813,2.4,0.416666667,0.248,15,0
12,100,0,21,4,0.121267813,2.4,0.416666667,0.248,15,0
13,101,0,21,4,0.121267813,2.4,0.416666667,0.248,15,0
14,10011,0,9,0,0.176776695,4,0.25,0,0,1
15,10010,0,9,0,0.176776695,4,0.25,0,0,1
16,11010,0,9,0,0.176776695,4,0.25,0,0,1
17,10111,0,9,0,0.176776695,4,0.25,0,0,1
18,11011,0,9,0,0.176776695,4,0.25,0,0,1
19,10110,0,9,0,0.176776695,4,0.25,0,0,1
20,11111,0,9,0,0.176776695,4,0.25,0,0,1
21,11110,0,9,0,0.176776695,4,0.25,0,0,1
22,10101,0,21,4,0.121267813,2.4,0.416666667,0.248,15,0
23,10100,0,21,4,0.121267813,2.4,0.416666667,0.248,15,0
24,11100,0,21,4,0.121267813,2.4,0.416666667,0.248,15,0
25,11001,0,50,52,0.012365484,4.265306122,0.234449761,4.293797652,27,0
26,11000,0,50,52,0.012365484,4.265306122,0.234449761,4.293797652,27,0
27,10001,0,67,52,0.004532317,3.257575758,0.306976744,1.714695161,32,0
28,11101,0,21,4,0.121267813,2.4,0.416666667,0.248,15,0
29,1000,1,64,24,0.435153275,3.53968254,0.565022422,1.644950749,43,0
30,10000,0,67,52,0.004532317,3.257575758,0.306976744,1.714695161,32,0
31,101,1,20,4,0.210042013,2.526315789,0.791666667,0.318413763,14,0
32,100,1,20,4,0.210042013,2.526315789,0.791666667,0.318413763,14,0
33,1001,1,64,24,0.435153275,3.53968254,0.565022422,1.644950749,43,0
34,10000,1,42,162,0.025813436,4.951219512,0.403940887,14.85056804,39,0
35,1101,1,20,4,0.210042013,2.526315789,0.791666667,0.318413763,14,0
36,1100,1,20,4,0.210042013,2.526315789,0.791666667,0.318413763,14,0
37,10001,1,42,162,0.025813436,4.951219512,0.403940887,14.85056804,39,0
38,10101,1,20,4,0.210042013,2.526315789,0.791666667,0.318413763,14,0
39,10100,1,20,4,0.210042013,2.526315789,0.791666667,0.318413763,14,0
40,11100,1,20,4,0.210042013,2.526315789,0.791666667,0.318413763,14,0
41,11000,1,30,2,0.231455025,2.068965517,0.966666667,0.004428226,27,0
42,11101,1,20,4,0.210042013,2.526315789,0.791666667,0.318413763,14,0
43,11001,1,30,2,0.231455025,2.068965517,0.966666667,0.004428226,27,0
44,100,2,16,6,0.387298335,3.066666667,0.97826087,1.332148148,10,0
45,1001,2,51,48,0.5898744,4.46,0.67264574,5.087576,42,0
46,1000,2,51,48,0.5898744,4.46,0.67264574,5.087576,42,0
47,101,2,16,6,0.387298335,3.066666667,0.97826087,1.332148148,10,0
48,10000,2,40,163,0.038704039,5.179487179,0.579207921,16.57231241,37,0
49,10001,2,40,163,0.038704039,5.179487179,0.579207921,16.57231241,37,0
50,10100,2,16,6,0.387298335,3.066666667,0.97826087,1.332148148,10,0
51,1101,2,16,6,0.387298335,3.066666667,0.97826087,1.332148148,10,0
52,11001,2,29,2,0.577350269,2.071428571,1.448275862,0.004737609,26,0
53,1100,2,16,6,0.387298335,3.066666667,0.97826087,1.332148148,10,0
54,11000,2,29,2,0.577350269,2.071428571,1.448275862,0.004737609,26,0
55,11100,2,16,6,0.387298335,3.066666667,0.97826087,1.332148148,10,0
56,11101,2,16,6,0.387298335,3.066666667,0.97826087,1.332148148,10,0
57,101,3,15,6,0.422577127,3.285714286,1.217391304,1.588921283,9,0
58,10101,2,16,6,0.387298335,3.066666667,0.97826087,1.332148148,10,0
59,1000,3,44,57,0.642200527,4.813953488,0.830917874,6.846164489,37,0
60,1001,3,44,57,0.642200527,4.813953488,0.830917874,6.846164489,37,0
61,1101,3,15,6,0.422577127,3.285714286,1.217391304,1.588921283,9,0
62,10100,3,15,6,0.422577127,3.285714286,1.217391304,1.588921283,9,0
63,100,3,15,6,0.422577127,3.285714286,1.217391304,1.588921283,9,0
64,11000,3,28,4,0.458349249,2.148148148,1.862068966,0.020322105,25,0
65,10101,3,15,6,0.422577127,3.285714286,1.217391304,1.588921283,9,0
66,10001,3,38,0,0.9701425,1,4,0,36,0
67,11100,3,15,6,0.422577127,3.285714286,1.217391304,1.588921283,9,0
68,11001,3,28,4,0.458349249,2.148148148,1.862068966,0.020322105,25,0
69,11101,3,15,6,0.422577127,3.285714286,1.217391304,1.588921283,9,0
70,10000,3,38,0,0.9701425,1,4,0,36,0
71,1001,4,43,58,0.679240457,4.928571429,1.014492754,7.582847425,37,0
72,101,4,11,6,0.845154255,3.6,1.388888889,3.472,6,0
73,1100,3,15,6,0.422577127,3.285714286,1.217391304,1.588921283,9,0
74,1000,4,43,58,0.679240457,4.928571429,1.014492754,7.582847425,37,0
75,100,4,11,6,0.845154255,3.6,1.388888889,3.472,6,0
76,1100,4,11,6,0.845154255,3.6,1.388888889,3.472,6,0
77,1101,4,11,6,0.845154255,3.6,1.388888889,3.472,6,0
78,10100,4,11,6,0.845154255,3.6,1.388888889,3.472,6,0
79,10101,4,11,6,0.845154255,3.6,1.388888889,3.472,6,0
80,11000,4,27,4,0.757614408,2.153846154,2.321428571,0.021847975,24,0
81,11001,4,27,4,0.757614408,2.153846154,2.321428571,0.021847975,24,0
82,10001,4,37,0,1,1,5,0,35,0
83,10000,4,37,0,1,1,5,0,35,0
84,1000,5,38,60,0.696866564,5.540540541,1.263414634,11.00493554,32,0
85,11101,4,11,6,0.845154255,3.6,1.388888889,3.472,6,0
86,1,0,245,0,1,1,1,0,243,0
87,11100,4,11,6,0.845154255,3.6,1.388888889,3.472,6,0
88,100,5,10,6,0.868243142,4,1.5,4,5,0
89,101,5,10,6,0.868243142,4,1.5,4,5,0
90,1001,5,38,60,0.696866564,5.540540541,1.263414634,11.00493554,32,0
91,1100,5,10,6,0.868243142,4,1.5,4,5,0
92,1101,5,10,6,0.868243142,4,1.5,4,5,0
93,1,2,243,0,1,1,3,0,241,0
94,10100,5,10,6,0.868243142,4,1.5,4,5,0
95,11000,5,26,6,0.620878016,2.24,2.678571429,0.052992,23,0
96,11001,5,26,6,0.620878016,2.24,2.678571429,0.052992,23,0
97,10001,5,32,0,1,2,3,0,30,0
98,11101,5,10,6,0.868243142,4,1.5,4,5,0
99,10101,5,10,6,0.868243142,4,1.5,4,5,0
100,11100,5,10,6,0.868243142,4,1.5,4,5,0
101,1,1,244,0,1,1,2,0,242,0
102,10000,5,32,0,1,2,3,0,30,0
103,1,3,242,0,1,1,4,0,240,0
104,1,4,241,0,1,1,5,0,239,0
105,1,5,239,0,1,1,6,0,237,0
