,encode,ign_len,rep_time,data_block_delta,similarity,data_block_len,top_rep_density,top_rep_variance,top_rep_overlap,label
0,10,0,16,0,0.653464039,11,0.181818182,0,0,1
1,11,0,16,0,0.653464039,11,0.181818182,0,0,1
2,1110,0,16,0,0.653464039,11,0.181818182,0,0,1
3,1010,0,16,0,0.653464039,11,0.181818182,0,0,1
4,110,0,16,0,0.653464039,11,0.181818182,0,0,1
5,111,0,16,0,0.653464039,11,0.181818182,0,0,1
6,1111,0,16,0,0.653464039,11,0.181818182,0,0,1
7,1011,0,16,0,0.653464039,11,0.181818182,0,0,1
8,1001,0,153,3,0.25819889,1.828947368,0.54676259,0.710390773,58,0
9,1000,0,153,3,0.25819889,1.828947368,0.54676259,0.710390773,58,0
10,1101,0,47,9,0.1,3.652173913,0.273809524,8.46679543,15,0
11,101,0,47,9,0.1,3.652173913,0.273809524,8.46679543,15,0
12,1100,0,47,9,0.1,3.652173913,0.273809524,8.46679543,15,0
13,10011,0,16,0,0.653464039,11,0.181818182,0,0,1
14,10110,0,16,0,0.653464039,11,0.181818182,0,0,1
15,100,0,47,9,0.1,3.652173913,0.273809524,8.46679543,15,0
16,10111,0,16,0,0.653464039,11,0.181818182,0,0,1
17,10010,0,16,0,0.653464039,11,0.181818182,0,0,1
18,11010,0,16,0,0.653464039,11,0.181818182,0,0,1
19,11000,0,99,15,0.046829291,1.959183673,0.510416667,1.046128739,48,0
20,10100,0,47,9,0.138675049,3.652173913,0.273809524,8.46679543,15,0
21,11011,0,16,0,0.653464039,11,0.181818182,0,0,1
22,11110,0,16,0,0.653464039,11,0.181818182,0,0,1
23,10,1,16,0,0.653464039,11,0.181818182,0,0,1
24,11111,0,16,0,0.475464928,11,0.181818182,0,0,0
25,11,1,16,0,0.475464928,11,0.181818182,0,0,0
26,110,1,16,0,0.475464928,11,0.181818182,0,0,0
27,11001,0,99,15,0.046829291,1.959183673,0.510416667,1.046128739,48,0
28,10101,0,47,9,0.138675049,3.652173913,0.273809524,8.46679543,15,0
29,11101,0,47,9,0.138675049,3.652173913,0.273809524,8.46679543,15,0
30,1010,1,16,0,0.475464928,11,0.181818182,0,0,0
31,11100,0,47,9,0.138675049,3.652173913,0.273809524,8.46679543,15,0
32,111,1,16,0,0.475464928,11,0.181818182,0,0,0
33,1000,1,63,25,0.556183592,4.435483871,0.450909091,8.627131516,41,0
34,1011,1,16,0,0.475464928,11,0.181818182,0,0,0
35,1111,1,16,0,0.475464928,11,0.181818182,0,0,0
36,100,1,32,5,0.069006556,5.419354839,0.369047619,5.625020979,15,0
37,101,1,32,5,0.069006556,5.419354839,0.369047619,5.625020979,15,0
38,1110,1,16,0,0.475464928,11,0.181818182,0,0,0
39,10010,1,16,0,0.475464928,11,0.181818182,0,0,0
40,10011,1,16,0,0.475464928,11,0.181818182,0,0,0
41,10110,1,16,0,0.475464928,11,0.181818182,0,0,0
42,10111,1,16,0,0.475464928,11,0.181818182,0,0,0
43,1001,1,63,25,0.556183592,4.435483871,0.450909091,8.627131516,41,0
44,1100,1,32,5,0.069006556,5.419354839,0.369047619,5.625020979,15,0
45,1101,1,32,5,0.069006556,5.419354839,0.369047619,5.625020979,15,0
46,10101,1,32,5,0.101015254,5.419354839,0.369047619,5.625020979,15,0
47,11010,1,16,0,0.475464928,11,0.181818182,0,0,0
48,11000,1,49,6,0.239616919,3.604166667,0.554913295,5.596752025,15,0
49,10100,1,32,5,0.101015254,5.419354839,0.369047619,5.625020979,15,0
50,11011,1,16,0,0.475464928,11,0.181818182,0,0,0
51,11110,1,16,0,0.475464928,11,0.181818182,0,0,0
52,11111,1,16,0,0.475464928,11,0.181818182,0,0,0
53,11100,1,32,5,0.101015254,5.419354839,0.369047619,5.625020979,15,0
54,101,2,16,0,0.311399578,11,0.727272727,0,13,0
55,11001,1,49,6,0.239616919,3.604166667,0.554913295,5.596752025,15,0
56,11101,1,32,5,0.101015254,5.419354839,0.369047619,5.625020979,15,0
57,100,2,16,0,0.311399578,11,0.727272727,0,13,0
58,1000,2,45,25,0.681183002,6.181818182,0.485294118,17.32268971,25,0
59,1001,2,45,25,0.681183002,6.181818182,0.485294118,17.32268971,25,0
60,1100,2,16,0,0.311399578,11,0.727272727,0,13,0
61,10100,2,16,0,0.311399578,11,0.727272727,0,13,0
62,10101,2,16,0,0.311399578,11,0.727272727,0,13,0
63,1101,2,16,0,0.311399578,11,0.727272727,0,13,0
64,11000,2,32,5,0.571771875,5.419354839,0.553571429,5.839850962,15,0
65,10000,0,180,50,0.020810764,1.357541899,0.736625514,0.124979535,175,0
66,1,0,289,0,1,1,1,0,287,0
67,11100,2,16,0,0.311399578,11,0.727272727,0,13,0
68,11001,2,32,5,0.571771875,5.419354839,0.553571429,5.839850962,15,0
69,11101,2,16,0,0.311399578,11,0.727272727,0,13,0
70,101,3,16,0,0.311399578,11,0.727272727,0,13,0
71,100,3,16,0,0.311399578,11,0.727272727,0,13,0
72,1001,3,42,27,0.716928179,6.585365854,0.607407407,17.9367972,22,0
73,1000,3,42,27,0.716928179,6.585365854,0.607407407,17.9367972,22,0
74,1100,3,16,0,0.311399578,11,0.727272727,0,13,0
75,1101,3,16,0,0.311399578,11,0.727272727,0,13,0
76,10100,3,16,0,0.311399578,11,0.727272727,0,13,0
77,10101,3,16,0,0.311399578,11,0.727272727,0,13,0
78,11000,3,23,0,0.894427191,2,2,0,21,0
79,10001,0,180,50,0.020810764,1.357541899,0.736625514,0.124979535,175,0
80,11001,3,23,0,0.894427191,2,2,0,21,0
81,11100,3,16,0,0.311399578,11,0.727272727,0,13,0
82,11101,3,16,0,0.311399578,11,0.727272727,0,13,0
83,100,4,16,0,0.28644595,11,0.727272727,0,13,0
84,101,4,16,0,0.28644595,11,0.727272727,0,13,0
85,1000,4,26,211,0.876294854,10.8,0.462962963,68.1472,22,0
86,1,1,288,0,1,1,2,0,286,0
87,1001,4,26,211,0.876294854,10.8,0.462962963,68.1472,22,0
88,1100,4,16,0,0.28644595,11,0.727272727,0,13,0
89,1101,4,16,0,0.28644595,11,0.727272727,0,13,0
90,10000,1,176,2,0.43643578,1.011428571,1.97740113,0.00012912,173,0
91,1,3,286,0,1,1,4,0,284,0
92,10100,4,16,0,0.28644595,11,0.727272727,0,13,0
93,1,2,287,0,1,1,3,0,285,0
94,10101,4,16,0,0.28644595,11,0.727272727,0,13,0
95,10001,2,174,0,0.9701425,1,3,0,172,0
96,10000,2,174,0,0.9701425,1,3,0,172,0
97,10001,3,173,0,0.9701425,1,4,0,171,0
98,10001,1,176,2,0.43643578,1.011428571,1.97740113,0.00012912,173,0
99,11101,4,16,0,0.28644595,11,0.727272727,0,13,0
100,11100,4,16,0,0.28644595,11,0.727272727,0,13,0
101,101,5,16,0,0.28644595,11,0.727272727,0,13,0
102,11001,4,22,0,1,2,3,0,20,0
103,11000,4,22,0,1,2,3,0,20,0
104,100,5,16,0,0.28644595,11,0.727272727,0,13,0
105,1100,5,16,0,0.28644595,11,0.727272727,0,13,0
106,1000,5,23,11,0.822192192,2.5,2.8,0.227272727,20,0
107,1101,5,16,0,0.28644595,11,0.727272727,0,13,0
