,encode,ign_len,rep_time,data_block_delta,similarity,data_block_len,top_rep_density,top_rep_variance,top_rep_overlap,label
0,1001,0,152,5,0.188982237,2.311258278,0.432664756,2.452324474,63,0
1,1000,0,152,5,0.188982237,2.311258278,0.432664756,2.452324474,63,0
2,1011,0,20,5,0.841879139,12,0.083333333,0,0,1
3,1010,0,20,5,0.841879139,12,0.083333333,0,0,1
4,11,0,20,5,0.668451391,12,0.083333333,0,0,1
5,110,0,20,5,0.668451391,12,0.083333333,0,0,1
6,1110,0,20,5,0.450748936,12,0.083333333,0,0,0
7,10,0,20,5,0.450748936,12,0.083333333,0,0,0
8,1100,0,60,5,0.034503278,4.033898305,0.24789916,1.42717123,18,0
9,111,0,20,5,0.450748936,12,0.083333333,0,0,0
10,1111,0,20,5,0.450748936,12,0.083333333,0,0,0
11,1101,0,60,5,0.034503278,4.033898305,0.24789916,1.42717123,18,0
12,101,0,60,5,0.034503278,4.033898305,0.24789916,1.42717123,18,0
13,100,0,60,5,0.034503278,4.033898305,0.24789916,1.42717123,18,0
14,10011,0,20,5,0.423404899,12,0.083333333,0,0,0
15,10010,0,20,5,0.423404899,12,0.083333333,0,0,0
16,10111,0,20,5,0.423404899,12,0.083333333,0,0,0
17,10110,0,20,5,0.423404899,12,0.083333333,0,0,0
18,11010,0,20,5,0.052631579,12,0.083333333,0,0,0
19,11011,0,20,5,0.052631579,12,0.083333333,0,0,0
20,10100,0,60,5,0.038575837,4.033898305,0.24789916,1.42717123,18,0
21,10101,0,60,5,0.038575837,4.033898305,0.24789916,1.42717123,18,0
22,11100,0,60,5,0.038575837,4.033898305,0.24789916,1.42717123,18,0
23,11000,0,99,5,0.188982237,2.43877551,0.410041841,3.550999159,55,0
24,11001,0,99,5,0.188982237,2.43877551,0.410041841,3.550999159,55,0
25,11101,0,60,5,0.038575837,4.033898305,0.24789916,1.42717123,18,0
26,11110,0,20,5,0.052631579,12,0.083333333,0,0,0
27,11111,0,20,5,0.052631579,12,0.083333333,0,0,0
28,100,1,40,8,0.081559087,6.102564103,0.327731092,6.687486303,18,0
29,101,1,40,8,0.081559087,6.102564103,0.327731092,6.687486303,18,0
30,1001,1,77,7,0.361403161,4.473684211,0.447058824,3.158259221,23,0
31,1000,1,77,7,0.361403161,4.473684211,0.447058824,3.158259221,23,0
32,1100,1,40,8,0.081559087,6.102564103,0.327731092,6.687486303,18,0
33,1101,1,40,8,0.081559087,6.102564103,0.327731092,6.687486303,18,0
34,10100,1,40,8,0.090909091,6.102564103,0.327731092,6.687486303,18,0
35,10101,1,40,8,0.090909091,6.102564103,0.327731092,6.687486303,18,0
36,11000,1,60,5,0.066226618,4.033898305,0.495798319,1.910789321,21,0
37,11001,1,60,5,0.066226618,4.033898305,0.495798319,1.910789321,21,0
38,11100,1,40,8,0.090909091,6.102564103,0.327731092,6.687486303,18,0
39,11101,1,40,8,0.090909091,6.102564103,0.327731092,6.687486303,18,0
40,100,2,20,5,0.052631579,12.21052632,0.245689655,0.110074355,4,0
41,101,2,20,5,0.052631579,12.21052632,0.245689655,0.110074355,4,0
42,1000,2,40,5,0.476910483,6.025641026,0.49787234,0.356867108,18,0
43,1100,2,20,5,0.052631579,12.21052632,0.245689655,0.110074355,4,0
44,1001,2,40,5,0.476910483,6.025641026,0.49787234,0.356867108,18,0
45,1101,2,20,5,0.052631579,12.21052632,0.245689655,0.110074355,4,0
46,10101,2,20,5,0.047619048,12.21052632,0.245689655,0.110074355,4,0
47,10100,2,20,5,0.047619048,12.21052632,0.245689655,0.110074355,4,0
48,11001,2,40,5,0.288675135,6.025641026,0.49787234,0.356867108,18,0
49,11000,2,40,5,0.288675135,6.025641026,0.49787234,0.356867108,18,0
50,11101,2,20,5,0.047619048,12.21052632,0.245689655,0.110074355,4,0
51,11100,2,20,5,0.047619048,12.21052632,0.245689655,0.110074355,4,0
52,100,3,19,5,0.53674504,12.16666667,0.493150685,0.12345679,4,0
53,1000,3,24,242,0.687243193,14.69565217,0.272189349,87.74825347,11,0
54,101,3,19,5,0.53674504,12.16666667,0.493150685,0.12345679,4,0
55,1001,3,24,242,0.687243193,14.69565217,0.272189349,87.74825347,11,0
56,1100,3,19,5,0.53674504,12.16666667,0.493150685,0.12345679,4,0
57,1101,3,19,5,0.53674504,12.16666667,0.493150685,0.12345679,4,0
58,1,1,349,0,1,1,2,0,347,0
59,10100,3,19,5,0.550688792,12.16666667,0.493150685,0.12345679,4,0
60,10101,3,19,5,0.550688792,12.16666667,0.493150685,0.12345679,4,0
61,10000,0,242,0,0.242535625,1,1,0,240,0
62,1,0,350,0,1,1,1,0,348,0
63,11000,3,23,24,0.592348878,9.136363636,0.437810945,25.16397446,11,0
64,11100,3,19,5,0.550688792,12.16666667,0.493150685,0.12345679,4,0
65,11001,3,23,24,0.592348878,9.136363636,0.437810945,25.16397446,11,0
66,11101,3,19,5,0.550688792,12.16666667,0.493150685,0.12345679,4,0
