,encode,ign_len,rep_time,data_block_delta,similarity,data_block_len,top_rep_density,top_rep_variance,top_rep_overlap,label
0,110,0,74,0,0.564965982,13,0.076923077,0,0,1
1,111,0,74,0,0.564965982,13,0.076923077,0,0,1
2,10,0,74,0,0.375734575,13,0.076923077,0,0,0
3,1010,0,74,0,0.375734575,13,0.076923077,0,0,0
4,1011,0,74,0,0.375734575,13,0.076923077,0,0,0
5,11,0,74,0,0.375734575,13,0.076923077,0,0,0
6,1110,0,74,0,0.375734575,13,0.076923077,0,0,0
7,1001,0,464,13,0.101015254,2.336933045,0.427911275,1.039399102,151,0
8,1111,0,74,0,0.375734575,13,0.076923077,0,0,0
9,1000,0,464,13,0.101015254,2.336933045,0.427911275,1.039399102,151,0
10,10010,0,74,0,0.375734575,13,0.076923077,0,0,0
11,10110,0,74,0,0.375734575,13,0.076923077,0,0,0
12,10011,0,74,0,0.375734575,13,0.076923077,0,0,0
13,1100,0,110,11,0.073771111,8.706422018,0.114857745,21.13263796,35,0
14,101,0,110,11,0.073771111,8.706422018,0.114857745,21.13263796,35,0
15,10111,0,74,0,0.375734575,13,0.076923077,0,0,0
16,100,0,110,11,0.073771111,8.706422018,0.114857745,21.13263796,35,0
17,1101,0,110,11,0.073771111,8.706422018,0.114857745,21.13263796,35,0
18,11010,0,74,0,0.375734575,13,0.076923077,0,0,0
19,11110,0,74,0,0.375734575,13,0.076923077,0,0,0
20,11111,0,74,0,0.375734575,13,0.076923077,0,0,0
21,10100,0,110,11,0.073771111,8.706422018,0.114857745,21.13263796,35,0
22,10101,0,110,11,0.073771111,8.706422018,0.114857745,21.13263796,35,0
23,11011,0,74,0,0.375734575,13,0.076923077,0,0,0
24,11001,0,308,6,0.085125653,3.211726384,0.311359026,3.492725676,72,0
25,11101,0,110,11,0.073771111,8.706422018,0.114857745,21.13263796,35,0
26,11000,0,308,6,0.085125653,3.211726384,0.311359026,3.492725676,72,0
27,11100,0,110,11,0.073771111,8.706422018,0.114857745,21.13263796,35,0
28,1000,1,190,80,0.392837101,5.687830688,0.351627907,28.03516554,67,0
29,100,1,74,0,0.375734575,13,0.230769231,0,31,0
30,1001,1,190,80,0.392837101,5.687830688,0.351627907,28.03516554,67,0
31,101,1,74,0,0.375734575,13,0.230769231,0,31,0
32,1100,1,74,0,0.134534559,13,0.230769231,0,31,0
33,1101,1,74,0,0.134534559,13,0.230769231,0,31,0
34,10101,1,74,0,0.134534559,13,0.230769231,0,31,0
35,10100,1,74,0,0.134534559,13,0.230769231,0,31,0
36,11000,1,127,80,0.361739022,7.412698413,0.269807281,39.95999352,49,0
37,11001,1,127,80,0.361739022,7.412698413,0.269807281,39.95999352,49,0
38,11100,1,74,0,0.134534559,13,0.230769231,0,31,0
39,11101,1,74,0,0.134534559,13,0.230769231,0,31,0
40,101,2,74,0,0.134534559,13,0.230769231,0,31,0
41,100,2,74,0,0.134534559,13,0.230769231,0,31,0
42,1000,2,152,83,0.455370139,7.046357616,0.42575188,48.48570049,107,0
43,1001,2,152,83,0.455370139,7.046357616,0.42575188,48.48570049,107,0
44,1100,2,74,0,0.125244858,13,0.230769231,0,31,0
45,10000,0,692,4,0.179605302,1.428364689,0.700101317,1.511235857,616,0
46,10101,2,74,0,0.125244858,13,0.230769231,0,31,0
47,1101,2,74,0,0.125244858,13,0.230769231,0,31,0
48,10001,0,692,4,0.179605302,1.428364689,0.700101317,1.511235857,616,0
49,11000,2,74,0,0.125244858,13,0.230769231,0,37,0
50,10100,2,74,0,0.125244858,13,0.230769231,0,31,0
51,11001,2,74,0,0.125244858,13,0.230769231,0,37,0
